Model,Data Length,Horizon,Signal Lag,Leverage,Double Down,Strategy Type,Net PnL,Gross PnL,Net SR,Gross SR
RBC,5y,2019-12-31_2022-12-31,20b,2,Yes,MOM,1.43,1.44,0.55,0.55
RBC,10y,2019-12-31_2022-12-31,20b,2,Yes,MOM,1.43,1.44,0.55,0.55
RBC,20y,2019-12-31_2022-12-31,20b,2,Yes,MOM,1.43,1.44,0.55,0.55
RBC,5y,2019-12-31_2022-12-31,10b,2,Yes,MOM,1.33,1.33,0.51,0.51
RBC,10y,2019-12-31_2022-12-31,10b,2,Yes,MOM,1.33,1.33,0.51,0.51
RBC,20y,2019-12-31_2022-12-31,10b,2,Yes,MOM,1.33,1.33,0.51,0.51
RBC,5y,2019-12-31_2022-12-31,30b,2,Yes,MOM,1.22,1.22,0.47,0.47
RBC,10y,2019-12-31_2022-12-31,30b,2,Yes,MOM,1.22,1.22,0.47,0.47
RBC,20y,2019-12-31_2022-12-31,30b,2,Yes,MOM,1.22,1.22,0.47,0.47
RBC,5y,2019-12-31_2022-12-31,20b,1,Yes,MOM,0.72,0.72,0.55,0.55
RBC,10y,2019-12-31_2022-12-31,20b,1,Yes,MOM,0.72,0.72,0.55,0.55
RBC,20y,2019-12-31_2022-12-31,20b,1,Yes,MOM,0.72,0.72,0.55,0.55
RBC,5y,2019-12-31_2022-12-31,10b,1,Yes,MOM,0.67,0.67,0.51,0.51
RBC,10y,2019-12-31_2022-12-31,10b,1,Yes,MOM,0.67,0.67,0.51,0.51
RBC,20y,2019-12-31_2022-12-31,10b,1,Yes,MOM,0.67,0.67,0.51,0.51
RBC,5y,2019-12-31_2022-12-31,30b,1,Yes,MOM,0.61,0.61,0.47,0.47
RBC,10y,2019-12-31_2022-12-31,30b,1,Yes,MOM,0.61,0.61,0.47,0.47
RBC,20y,2019-12-31_2022-12-31,30b,1,Yes,MOM,0.61,0.61,0.47,0.47
RBC,5y,2019-12-31_2022-12-31,20b,2,No,MOM,0.57,0.57,0.35,0.35
RBC,10y,2019-12-31_2022-12-31,20b,2,No,MOM,0.57,0.57,0.35,0.35
RBC,20y,2019-12-31_2022-12-31,20b,2,No,MOM,0.57,0.57,0.35,0.35
RBC,5y,2019-12-31_2022-12-31,10b,2,No,MOM,0.51,0.51,0.32,0.32
RBC,10y,2019-12-31_2022-12-31,10b,2,No,MOM,0.51,0.51,0.32,0.32
RBC,20y,2019-12-31_2022-12-31,10b,2,No,MOM,0.51,0.51,0.32,0.32
RBC,5y,2019-12-31_2022-12-31,30b,2,No,MOM,0.4,0.4,0.25,0.25
RBC,10y,2019-12-31_2022-12-31,30b,2,No,MOM,0.4,0.4,0.25,0.25
RBC,20y,2019-12-31_2022-12-31,30b,2,No,MOM,0.4,0.4,0.25,0.25
BH,N/A,2019-12-31_2022-12-31,N/A,1,No,N/A,0.34,0.34,0.42,0.42
RBC,5y,2019-12-31_2022-12-31,20b,1,No,MOM,0.29,0.29,0.35,0.35
RBC,10y,2019-12-31_2022-12-31,20b,1,No,MOM,0.29,0.29,0.35,0.35
RBC,20y,2019-12-31_2022-12-31,20b,1,No,MOM,0.29,0.29,0.35,0.35
RBC,5y,2019-12-31_2022-12-31,10b,1,No,MOM,0.25,0.26,0.32,0.32
RBC,10y,2019-12-31_2022-12-31,10b,1,No,MOM,0.25,0.26,0.32,0.32
RBC,20y,2019-12-31_2022-12-31,10b,1,No,MOM,0.25,0.26,0.32,0.32
RBC,5y,2019-12-31_2022-12-31,30b,1,No,MOM,0.2,0.2,0.25,0.25
RBC,10y,2019-12-31_2022-12-31,30b,1,No,MOM,0.2,0.2,0.25,0.25
RBC,20y,2019-12-31_2022-12-31,30b,1,No,MOM,0.2,0.2,0.25,0.25
RBC,5y,2019-12-31_2022-12-31,30b,1,No,MR,-0.2,-0.2,-0.25,-0.25
RBC,10y,2019-12-31_2022-12-31,30b,1,No,MR,-0.2,-0.2,-0.25,-0.25
RBC,20y,2019-12-31_2022-12-31,30b,1,No,MR,-0.2,-0.2,-0.25,-0.25
RBC,5y,2019-12-31_2022-12-31,10b,1,No,MR,-0.26,-0.26,-0.32,-0.32
RBC,10y,2019-12-31_2022-12-31,10b,1,No,MR,-0.26,-0.26,-0.32,-0.32
RBC,20y,2019-12-31_2022-12-31,10b,1,No,MR,-0.26,-0.26,-0.32,-0.32
RBC,5y,2019-12-31_2022-12-31,20b,1,No,MR,-0.29,-0.29,-0.35,-0.35
RBC,10y,2019-12-31_2022-12-31,20b,1,No,MR,-0.29,-0.29,-0.35,-0.35
RBC,20y,2019-12-31_2022-12-31,20b,1,No,MR,-0.29,-0.29,-0.35,-0.35
RBC,5y,2019-12-31_2022-12-31,30b,2,No,MR,-0.4,-0.4,-0.25,-0.25
RBC,10y,2019-12-31_2022-12-31,30b,2,No,MR,-0.4,-0.4,-0.25,-0.25
RBC,20y,2019-12-31_2022-12-31,30b,2,No,MR,-0.4,-0.4,-0.25,-0.25
RBC,5y,2019-12-31_2022-12-31,10b,2,No,MR,-0.51,-0.51,-0.32,-0.32
RBC,10y,2019-12-31_2022-12-31,10b,2,No,MR,-0.51,-0.51,-0.32,-0.32
RBC,20y,2019-12-31_2022-12-31,10b,2,No,MR,-0.51,-0.51,-0.32,-0.32
RBC,5y,2019-12-31_2022-12-31,20b,2,No,MR,-0.57,-0.57,-0.35,-0.35
RBC,10y,2019-12-31_2022-12-31,20b,2,No,MR,-0.57,-0.57,-0.35,-0.35
RBC,20y,2019-12-31_2022-12-31,20b,2,No,MR,-0.57,-0.57,-0.35,-0.35
RBC,5y,2019-12-31_2022-12-31,30b,1,Yes,MR,-0.61,-0.61,-0.47,-0.47
RBC,10y,2019-12-31_2022-12-31,30b,1,Yes,MR,-0.61,-0.61,-0.47,-0.47
RBC,20y,2019-12-31_2022-12-31,30b,1,Yes,MR,-0.61,-0.61,-0.47,-0.47
RBC,5y,2019-12-31_2022-12-31,10b,1,Yes,MR,-0.67,-0.67,-0.51,-0.51
RBC,10y,2019-12-31_2022-12-31,10b,1,Yes,MR,-0.67,-0.67,-0.51,-0.51
RBC,20y,2019-12-31_2022-12-31,10b,1,Yes,MR,-0.67,-0.67,-0.51,-0.51
RBC,5y,2019-12-31_2022-12-31,20b,1,Yes,MR,-0.72,-0.72,-0.55,-0.55
RBC,10y,2019-12-31_2022-12-31,20b,1,Yes,MR,-0.72,-0.72,-0.55,-0.55
RBC,20y,2019-12-31_2022-12-31,20b,1,Yes,MR,-0.72,-0.72,-0.55,-0.55
RBC,5y,2019-12-31_2022-12-31,30b,2,Yes,MR,-1.22,-1.22,-0.47,-0.47
RBC,10y,2019-12-31_2022-12-31,30b,2,Yes,MR,-1.22,-1.22,-0.47,-0.47
RBC,20y,2019-12-31_2022-12-31,30b,2,Yes,MR,-1.22,-1.22,-0.47,-0.47
RBC,5y,2019-12-31_2022-12-31,10b,2,Yes,MR,-1.33,-1.33,-0.51,-0.51
RBC,10y,2019-12-31_2022-12-31,10b,2,Yes,MR,-1.33,-1.33,-0.51,-0.51
RBC,20y,2019-12-31_2022-12-31,10b,2,Yes,MR,-1.33,-1.33,-0.51,-0.51
RBC,5y,2019-12-31_2022-12-31,20b,2,Yes,MR,-1.44,-1.44,-0.55,-0.55
RBC,10y,2019-12-31_2022-12-31,20b,2,Yes,MR,-1.44,-1.44,-0.55,-0.55
RBC,20y,2019-12-31_2022-12-31,20b,2,Yes,MR,-1.44,-1.44,-0.55,-0.55
