Model,Data Length,Horizon,Signal Lag,Leverage,Double Down,Strategy Type,Net PnL,Gross PnL,Net SR,Gross SR
RBC,10y,1999-12-31_2025-09-30,30b,2,Yes,MR,3.97,3.98,0.24,0.24
RBC,5y,1999-12-31_2025-09-30,30b,2,Yes,MR,3.69,3.7,0.22,0.22
RBC,10y,1999-12-31_2025-09-30,20b,2,Yes,MR,3.2,3.21,0.19,0.19
RBC,5y,1999-12-31_2025-09-30,20b,2,Yes,MR,2.89,2.89,0.17,0.17
RBC,5y,1999-12-31_2025-09-30,10b,2,Yes,MR,2.63,2.64,0.16,0.16
RBC,10y,1999-12-31_2025-09-30,10b,2,Yes,MR,2.47,2.47,0.15,0.15
RBC,10y,1999-12-31_2025-09-30,30b,2,No,MR,2.32,2.33,0.23,0.23
BH,N/A,1999-12-31_2025-09-30,N/A,1,No,N/A,2.03,2.03,0.4,0.4
RBC,10y,1999-12-31_2025-09-30,30b,1,Yes,MR,1.98,1.99,0.24,0.24
RBC,5y,1999-12-31_2025-09-30,30b,2,No,MR,1.96,1.97,0.2,0.2
RBC,5y,1999-12-31_2025-09-30,30b,1,Yes,MR,1.84,1.85,0.22,0.22
RBC,10y,1999-12-31_2025-09-30,20b,2,No,MR,1.84,1.84,0.18,0.18
RBC,10y,1999-12-31_2025-09-30,20b,1,Yes,MR,1.6,1.6,0.19,0.19
RBC,5y,1999-12-31_2025-09-30,20b,1,Yes,MR,1.44,1.45,0.17,0.17
RBC,5y,1999-12-31_2025-09-30,10b,1,Yes,MR,1.32,1.32,0.16,0.16
RBC,5y,1999-12-31_2025-09-30,20b,2,No,MR,1.27,1.28,0.13,0.13
RBC,10y,1999-12-31_2025-09-30,10b,1,Yes,MR,1.23,1.24,0.15,0.15
RBC,10y,1999-12-31_2025-09-30,30b,1,No,MR,1.16,1.16,0.23,0.23
RBC,10y,1999-12-31_2025-09-30,10b,2,No,MR,1.01,1.02,0.1,0.1
RBC,5y,1999-12-31_2025-09-30,30b,1,No,MR,0.98,0.98,0.2,0.2
RBC,10y,1999-12-31_2025-09-30,20b,1,No,MR,0.92,0.92,0.18,0.18
RBC,5y,1999-12-31_2025-09-30,10b,2,No,MR,0.74,0.74,0.07,0.07
RBC,5y,1999-12-31_2025-09-30,20b,1,No,MR,0.64,0.64,0.13,0.13
RBC,10y,1999-12-31_2025-09-30,10b,1,No,MR,0.51,0.51,0.1,0.1
RBC,5y,1999-12-31_2025-09-30,10b,1,No,MR,0.37,0.37,0.07,0.07
RBC,5y,1999-12-31_2025-09-30,10b,1,No,MOM,-0.37,-0.37,-0.07,-0.07
RBC,10y,1999-12-31_2025-09-30,10b,1,No,MOM,-0.51,-0.51,-0.1,-0.1
RBC,5y,1999-12-31_2025-09-30,20b,1,No,MOM,-0.64,-0.64,-0.13,-0.13
RBC,5y,1999-12-31_2025-09-30,10b,2,No,MOM,-0.75,-0.74,-0.07,-0.07
RBC,10y,1999-12-31_2025-09-30,20b,1,No,MOM,-0.92,-0.92,-0.18,-0.18
RBC,5y,1999-12-31_2025-09-30,30b,1,No,MOM,-0.99,-0.98,-0.2,-0.2
RBC,10y,1999-12-31_2025-09-30,10b,2,No,MOM,-1.02,-1.02,-0.1,-0.1
RBC,10y,1999-12-31_2025-09-30,30b,1,No,MOM,-1.17,-1.16,-0.23,-0.23
RBC,10y,1999-12-31_2025-09-30,10b,1,Yes,MOM,-1.24,-1.24,-0.15,-0.15
RBC,5y,1999-12-31_2025-09-30,20b,2,No,MOM,-1.29,-1.28,-0.13,-0.13
RBC,5y,1999-12-31_2025-09-30,10b,1,Yes,MOM,-1.32,-1.32,-0.16,-0.16
RBC,5y,1999-12-31_2025-09-30,20b,1,Yes,MOM,-1.45,-1.45,-0.17,-0.17
RBC,10y,1999-12-31_2025-09-30,20b,1,Yes,MOM,-1.61,-1.6,-0.19,-0.19
RBC,10y,1999-12-31_2025-09-30,20b,2,No,MOM,-1.85,-1.84,-0.18,-0.18
RBC,5y,1999-12-31_2025-09-30,30b,1,Yes,MOM,-1.85,-1.85,-0.22,-0.22
RBC,5y,1999-12-31_2025-09-30,30b,2,No,MOM,-1.97,-1.97,-0.2,-0.2
RBC,10y,1999-12-31_2025-09-30,30b,1,Yes,MOM,-1.99,-1.99,-0.24,-0.24
RBC,10y,1999-12-31_2025-09-30,30b,2,No,MOM,-2.33,-2.33,-0.23,-0.23
RBC,10y,1999-12-31_2025-09-30,10b,2,Yes,MOM,-2.48,-2.47,-0.15,-0.15
RBC,5y,1999-12-31_2025-09-30,10b,2,Yes,MOM,-2.64,-2.64,-0.16,-0.16
RBC,5y,1999-12-31_2025-09-30,20b,2,Yes,MOM,-2.9,-2.89,-0.17,-0.17
RBC,10y,1999-12-31_2025-09-30,20b,2,Yes,MOM,-3.21,-3.21,-0.19,-0.19
RBC,5y,1999-12-31_2025-09-30,30b,2,Yes,MOM,-3.7,-3.7,-0.22,-0.22
RBC,10y,1999-12-31_2025-09-30,30b,2,Yes,MOM,-3.98,-3.98,-0.24,-0.24
